"code","label","level"
"23 01 30.51","HVAC Air-Distribution System Cleaning",5
"23 01 50","Operation and Maintenance of Central Heating Equipment",4
"23 01 60","Operation and Maintenance of Central Cooling Equipment",4
"23 01 60.71","Refrigerant Recovery/Recycling",5
"23 01 70","Operation and Maintenance of Central HVAC Equipment",4
"23 01 80","Operation and Maintenance of Decentralized HVAC Equipment",4
"23 01 90","Diagnostic Systems for HVAC",4
"23 05 00","Common Work Results for HVAC",3
"23 05 05","Selective Demolition for Heating, Ventilating, and Air Conditioning (HVAC)",4
"23 05 13","Common Motor Requirements for HVAC Equipment",4
"23 05 16","Expansion Fittings and Loops for HVAC Piping",4
"23 05 17","Sleeves and Sleeve Seals for HVAC Piping",4
"23 05 19","Meters and Gages for HVAC Piping",4
"23 05 23","General-Duty Valves for HVAC Piping",4
"23 05 29","Hangers and Supports for HVAC Piping and Equipment",4
"23 05 33","Heat Tracing for HVAC Piping",4
"23 05 48","Vibration and Seismic Controls for HVAC",4
"23 05 48.13","Vibration Controls for HVAC",5
"23 05 53","Identification for HVAC Piping and Equipment",4
"23 05 63","Anti-Microbial Coatings for HVAC Ducts and Equipment",4
"23 05 66","Anti-Microbial Ultraviolet Emitters for HVAC Ducts and Equipment",4
"23 05 93","Testing, Adjusting, and Balancing for HVAC",4
"23 06 00","Schedules for HVAC",3
"23 06 10","Schedules for Facility Fuel Service Systems",4
"23 06 20","Schedules for HVAC Piping and Pumps",4
"23 06 20.13","Hydronic Pump Schedule",5
"23 06 30","Schedules for HVAC Air Distribution",4
"23 06 30.13","HVAC Fan Schedule",5
"23 06 30.16","Air Terminal Unit Schedule",5
"23 06 30.19","Air Outlet and Inlet Schedule",5
"23 06 30.23","HVAC Air Cleaning Device Schedule",5
"23 06 50","Schedules for Central Heating Equipment",4
"23 06 50.13","Heating Boiler Schedule",5
"23 06 60","Schedules for Central Cooling Equipment",4
"23 06 60.13","Refrigerant Condenser Schedule",5
"23 06 60.16","Packaged Water Chiller Schedule",5
"23 06 70","Schedules for Central HVAC Equipment",4
"23 06 70.13","Indoor, Central-Station Air-Handling Unit Schedule",5
"23 06 70.16","Packaged Outdoor HVAC Equipment Schedule",5
"23 06 80","Schedules for Decentralized HVAC Equipment",4
"23 06 80.13","Decentralized Unitary HVAC Equipment Schedule",5
"23 06 80.16","Convection Heating and Cooling Unit Schedule",5
"23 06 80.19","Radiant Heating Unit Schedule",5
"23 07 00","HVAC Insulation",3
"23 07 13","Duct Insulation",4
"23 07 16","HVAC Equipment Insulation",4
"23 07 19","HVAC Piping Insulation",4
"23 08 00","Commissioning of HVAC",3
"23 09 00","Instrumentation and Control for HVAC",3
"23 09 13","Instrumentation and Control Devices for HVAC",4
"23 09 13.13","Actuators and Operators",5
"23 09 13.23","Sensors and Transmitters",5
"23 09 13.33","Control Valves",5
"23 09 13.43","Control Dampers",5
"23 09 23","Direct-Digital Control System for HVAC",4
"23 09 23.11","Control Valves",5
"23 09 23.12","Control Dampers",5
"23 09 23.13","Energy Meters",5
"23 09 23.14","Flow Instruments",5
"23 09 23.16","Gas Instruments",5
"23 09 23.17","Level Instruments",5
"23 09 23.18","Leak Detection Instruments",5
"23 09 23.19","Moisture Instruments",5
"23 09 23.21","Motion Instruments",5
"23 09 23.22","Position Instruments",5
"23 09 23.23","Pressure Instruments",5
"23 09 23.24","Speed Instruments",5
"23 09 23.27","Temperature Instruments",5
"23 09 23.33","Vibration Instruments",5
"23 09 23.43","Weather Stations",5
"23 09 33","Electric and Electronic Control System for HVAC",4
"23 09 43","Pneumatic Control System for HVAC",4
"23 09 53","Pneumatic and Electric Control System for HVAC",4
"23 09 93","Sequence of Operations for HVAC Controls",4
"23 09 93.11","Sequence of Operation for HVAC DDC",5
"23 10 00","Facility Fuel Systems",2
"23 11 00","Facility Fuel Piping",3
"23 11 13","Facility Fuel-Oil Piping",4
"23 11 16","Facility Gasoline Piping",4
"23 11 23","Facility Natural-Gas Piping",4
"23 11 26","Facility Liquefied-Petroleum Gas Piping",4
"23 12 00","Facility Fuel Pumps",3
"23 12 13","Facility Fuel-Oil Pumps",4
"23 12 16","Facility Gasoline Dispensing Pumps",4
"23 12 26","Facility Liquefied-Petroleum Gas Pumps",4
"23 13 00","Facility Fuel-Storage Tanks",3
"23 13 13","Facility Underground Fuel-Oil, Storage Tanks",4
"23 13 13.13","Double-Wall Steel, Underground Fuel-Oil, Storage Tanks",5
"23 13 13.16","Composite, Steel, Underground Fuel-Oil, Storage Tanks",5
"23 13 13.19","Jacketed, Steel, Underground Fuel-Oil, Storage Tanks",5
"23 13 13.23","Glass-Fiber-Reinforced-Plastic, Underground Fuel-Oil, Storage Tanks",5
"23 13 13.33","Fuel-Oil Storage Tank Pumps",5
"23 13 23","Facility Aboveground Fuel-Oil, Storage Tanks",4
"23 13 23.13","Vertical, Steel, Aboveground Fuel-Oil, Storage Tanks",5
"23 13 23.16","Horizontal, Steel, Aboveground Fuel-Oil, Storage Tanks",5
"23 13 23.19","Containment-Dike, Steel, Aboveground Fuel-Oil, Storage Tanks",5
"23 13 23.23","Insulated, Steel, Aboveground Fuel-Oil, Storage Tanks",5
"23 13 23.26","Concrete-Vaulted, Steel, Aboveground Fuel-Oil, Storage Tanks",5
"23 13 26","Facility Aboveground Liquefied-Petroleum Gas Storage Tanks",4
"23 20 00","HVAC Piping and Pumps",2
"23 21 00","Hydronic Piping and Pumps",3
"23 21 13","Hydronic Piping",4
"23 21 13.13","Underground Hydronic Piping",5
"23 21 13.23","Aboveground Hydronic Piping",5
"23 21 13.33","Ground-Loop Heat-Pump Piping",5
"23 21 16","Hydronic Piping Specialties",4
"23 21 23","Hydronic Pumps",4
"23 21 23.13","In-Line Centrifugal Hydronic Pumps",5
"23 21 23.16","Base-Mounted, Centrifugal Hydronic Pumps",5
"23 21 23.19","Vertical-Mounted, Double-Suction Centrifugal Hydronic Pumps",5
"23 21 23.23","Vertical-Turbine Hydronic Pumps",5
"23 21 29","Automatic Condensate Pump Units",4
"23 22 00","Steam and Condensate Piping and Pumps",3
"23 22 13","Steam and Condensate Heating Piping",4
"23 22 13.13","Underground Steam and Condensate Heating Piping",5
"23 22 13.23","Aboveground Steam and Condensate Heating Piping",5
"23 22 16","Steam and Condensate Heating Piping Specialties",4
"23 22 23","Steam Condensate Pumps",4
"23 22 23.13","Electric-Driven Steam Condensate Pumps",5
"23 22 23.23","Pressure-Powered Steam Condensate Pumps",5
"23 23 00","Refrigerant Piping",3
"23 23 13","Refrigerant Piping Valves",4
"23 23 16","Refrigerant Piping Specialties",4
"23 23 19","Refrigerant Safety Relief Valve Discharge Piping",4
"23 23 23","Refrigerants",4
"23 24 00","Internal-Combustion Engine Piping",3
"23 24 13","Internal-Combustion Engine Remote-Radiator Coolant Piping",4
"23 24 16","Internal-Combustion Engine Exhaust Piping",4
"23 25 00","HVAC Water Treatment",3
"23 25 13","Water Treatment for Closed-Loop Hydronic Systems",4
"23 25 16","Water Treatment for Open Hydronic Systems",4
"23 25 19","Water Treatment for Steam System Feedwater",4
"23 25 23","Water Treatment for Humidification Steam System Feedwater",4
"23 25 33","HVAC Makeup-Water Filtration Equipment",4
"23 30 00","HVAC Air Distribution",2
"23 31 00","HVAC Ducts and Casings",3
"23 31 13","Metal Ducts",4
"23 31 13.13","Rectangular Metal Ducts",5
"23 31 13.16","Round and Flat-Oval Spiral Ducts",5
"23 31 13.19","Metal Duct Fittings",5
"23 31 16","Nonmetal Ducts",4
"23 31 16.13","Fibrous-Glass Ducts",5
"23 31 16.16","Thermoset Fiberglass-Reinforced Plastic Ducts",5
"23 31 16.19","PVC Ducts",5
"23 31 16.26","Concrete Ducts",5
"23 31 19","HVAC Casings",4
"23 32 00","Air Plenums and Chases",3
"23 32 13","Fabricated, Metal Air Plenums",4
"23 32 33","Air-Distribution Ceiling Plenums",4
"23 32 36","Air-Distribution Floor Plenums",4
"23 32 39","Air-Distribution Wall Plenums",4
"23 32 43","Air-Distribution Chases Formed by General Construction",4
"23 32 48","Acoustical Air Plenums",4
"23 33 00","Air Duct Accessories",3
"23 33 13","Dampers",4
"23 33 13.13","Volume-Control Dampers",5
"23 33 13.16","Fire Dampers",5
"23 33 13.19","Smoke-Control Dampers",5
"23 33 13.23","Backdraft Dampers",5
"23 33 19","Duct Silencers",4
"23 33 23","Turning Vanes",4
"23 33 33","Duct-Mounting Access Doors",4
"23 33 38","Duct Security Bars",4
"23 33 43","Flexible Connectors",4
"23 33 46","Flexible Ducts",4
"23 33 53","Duct Liners",4
"23 34 00","HVAC Fans",3
"23 34 13","Axial HVAC Fans",4
"23 34 16","Centrifugal HVAC Fans",4
"23 34 23","HVAC Power Ventilators",4
"23 34 33","Air Curtains",4
"23 34 39","High-Volume, Low-Speed Propeller Fans",4
"23 35 00","Special Exhaust Systems",3
"23 35 13","Dust Collection Systems",4
"23 35 13.13","Sawdust Collection Systems",5
"23 35 16","Engine Exhaust Systems",4
"23 35 16.13","Positive-Pressure Engine Exhaust Systems",5
"23 35 16.16","Mechanical Engine Exhaust Systems",5
"23 35 33","Listed Kitchen Ventilation Exhaust System",4
"23 36 00","Air Terminal Units",3
"23 36 13","Constant-Air-Volume Units",4
"23 36 16","Variable-Air-Volume Units",4
"23 37 00","Air Outlets and Inlets",3
"23 37 13","Diffusers, Registers, and Grilles",4
"23 37 13.43","Security Registers and Grilles",5
"23 37 16","Fabric Air Distribution Devices",4
"23 37 23","HVAC Gravity Ventilators",4
"23 37 23.13","HVAC Gravity Dome Ventilators",5
"23 37 23.16","HVAC Gravity Louvered-Penthouse Ventilators",5
"23 37 23.19","HVAC Gravity Upblast Ventilators",5
"23 38 00","Ventilation Hoods",3
"23 38 13","Commercial-Kitchen Hoods",4
"23 38 13.13","Listed Commercial-Kitchen Hoods",5
"23 38 13.16","Standard Commercial-Kitchen Hoods",5
"23 38 16","Fume Hoods",4
"23 40 00","HVAC Air Cleaning Devices",2
"23 41 00","Particulate Air Filtration",3
"23 41 13","Panel Air Filters",4
"23 41 16","Renewable-Media Air Filters",4
"23 41 19","Washable Air Filters",4
"23 41 23","Extended Surface Filters",4
"23 41 33","High-Efficiency Particulate Filtration",4
"23 41 43","Ultra-Low Penetration Filtration",4
"23 41 46","Super Ultra-Low Penetration Filtration",4
"23 42 00","Gas-Phase Air Filtration",3
"23 42 13","Activated-Carbon Air Filtration",4
"23 42 16","Chemically-Impregnated Adsorption Air Filtration",4
"23 42 19","Catalytic-Adsorption Air Filtration",4
"23 43 00","Electronic Air Cleaners",3
"23 43 13","Washable Electronic Air Cleaners",4
"23 43 16","Agglomerator Electronic Air Cleaners",4
"23 43 23","Self-Contained Electronic Air Cleaners",4
"23 50 00","Central Heating Equipment",2
"23 51 00","Breechings, Chimneys, and Stacks",3
"23 51 13","Draft Control Devices",4
"23 51 13.11","Draft Control Fans",5
"23 51 13.13","Draft-Induction Fans",5
"23 51 13.16","Vent Dampers",5
"23 51 13.19","Barometric Dampers",5
"23 51 16","Fabricated Breechings and Accessories",4
"23 51 19","Fabricated Stacks",4
"23 51 23","Gas Vents",4
"23 51 33","Insulated Sectional Chimneys",4
"23 51 43","Flue-Gas Filtration Equipment",4
"23 51 43.13","Gaseous Filtration",5
"23 51 43.16","Particulate Filtration",5
"23 52 00","Heating Boilers",3
"23 52 13","Electric Boilers",4
"23 52 16","Condensing Boilers",4
"23 52 16.13","Stainless-Steel Condensing Boilers",5
"23 52 16.16","Aluminum Condensing Boilers",5
"23 52 17","Low Mass Boilers",4
"23 52 19","Pulse Combustion Boilers",4
"23 52 23","Cast-Iron Boilers",4
"23 52 33","Water-Tube Boilers",4
"23 52 33.13","Finned Water-Tube Boilers",5
"23 52 33.14","Flexible Water-Tube Boilers",5
"23 52 33.16","Steel Water-Tube Boilers",5
"23 52 33.19","Copper Water-Tube Boilers",5
"23 52 39","Fire-Tube Boilers",4
"23 52 39.13","Scotch Marine Boilers",5
"23 52 39.16","Steel Fire-Tube Boilers",5
"23 52 83","Boiler Blowdown Systems",4
"23 53 00","Heating Boiler Feedwater Equipment",3
"23 53 13","Boiler Feedwater Pumps",4
"23 53 16","Deaerators",4
"23 54 00","Furnaces",3
"23 54 13","Electric-Resistance Furnaces",4
"23 54 16","Fuel-Fired Furnaces",4
"23 54 16.13","Gas-Fired Furnaces",5
"23 54 16.16","Oil-Fired Furnaces",5
"23 55 00","Fuel-Fired Heaters",3
"23 55 13","Fuel-Fired Duct Heaters",4
"23 55 13.13","Oil-Fired Duct Heaters",5
"23 55 13.16","Gas-Fired Duct Heaters",5
"23 55 23","Gas-Fired Radiant Heaters",4
"23 55 23.13","Low-Intensity Gas-Fired Radiant Heaters",5
"23 55 23.16","High-Intensity Gas-Fired Radiant Heaters",5
"23 55 33","Fuel-Fired Unit Heaters",4
"23 55 33.13","Oil-Fired Unit Heaters",5
"23 55 33.16","Gas-Fired Unit Heaters",5
"23 56 00","Solar Energy Heating Equipment",3
"23 56 13","Heating Solar Collectors",4
"23 56 13.13","Heating Solar Flat-Plate Collectors",5
"23 56 13.16","Heating Solar Concentrating Collectors",5
"23 56 13.19","Heating Solar Vacuum-Tube Collectors",5
"23 56 16","Packaged Solar Heating Equipment",4
"23 56 23","Solar Air-Heating Panels",4
"23 57 00","Heat Exchangers for HVAC",3
"23 57 13","Steam-to-Steam Heat Exchangers",4
"23 57 16","Steam-to-Water Heat Exchangers",4
"23 57 19","Liquid-to-Liquid Heat Exchangers",4
"23 57 19.13","Plate-Type, Liquid-to-Liquid Heat Exchangers",5
"23 57 19.16","Shell-Type, Liquid-to-Liquid Heat Exchangers",5
"23 57 33","Direct Geoexchange Heat Exchangers",4
"23 60 00","Central Cooling Equipment",2
"23 61 00","Refrigerant Compressors",3
"23 61 13","Centrifugal Refrigerant Compressors",4
"23 61 13.13","Non-Condensable Gas Purge Equipment",5
"23 61 16","Reciprocating Refrigerant Compressors",4
"23 61 19","Scroll Refrigerant Compressors",4
"23 61 23","Rotary-Screw Refrigerant Compressors",4
"23 62 00","Packaged Compressor and Condenser Units",3
"23 62 13","Packaged Air-Cooled Refrigerant Compressor and Condenser Units",4
"23 62 23","Packaged Water-Cooled Refrigerant Compressor and Condenser Units",4
"23 62 46","Packaged Variable-Refrigerant-Flow Air-Conditioning Systems",4
"23 63 00","Refrigerant Condensers",3
"23 63 13","Air-Cooled Refrigerant Condensers",4
"23 63 23","Water-Cooled Refrigerant Condensers",4
"23 63 33","Evaporative Refrigerant Condensers",4
"23 64 00","Packaged Water Chillers",3
"23 64 13","Absorption Water Chillers",4
"23 64 13.13","Direct-Fired Absorption Water Chillers",5
"23 64 13.16","Indirect-Fired Absorption Water Chillers",5
"23 64 16","Centrifugal Water Chillers",4
"23 64 16.13","Air-Cooled Centrifugal Water Chillers",5
"23 64 16.16","Water-Cooled Centrifugal Water Chillers",5
"23 64 19","Reciprocating Water Chillers",4
"23 64 23","Scroll Water Chillers",4
"23 64 23.13","Air-Cooled Scroll Water Chillers",5
"23 64 23.16","Water-Cooled Scroll Water Chillers",5
"23 64 26","Rotary-Screw Water Chillers",4
"23 64 26.13","Air-Cooled, Rotary-Screw Water Chillers",5
"23 64 26.16","Water-Cooled, Rotary-Screw Water Chillers",5
"23 64 33","Modular Water Chillers",4
"23 64 33.13","Air-Cooled, Modular Water Chillers",5
"23 64 33.16","Water-Cooled, Modular Water Chillers",5
"23 65 00","Cooling Towers",3
"23 65 13","Forced-Draft Cooling Towers",4
"23 65 13.13","Open-Circuit, Forced-Draft Cooling Towers",5
"23 65 13.16","Closed-Circuit, Forced-Draft Cooling Towers",5
"23 65 14","Induced-Draft Cooling Towers",4
"23 65 14.13","Open-Circuit, Induced-Draft Counterflow Cooling Towers",5
"23 65 14.14","Open-Circuit, Induced-Draft Crossflow Cooling Towers",5
"23 65 14.16","Closed-Circuit, Induced-Draft Counterflow Cooling Towers",5
"23 65 14.17","Closed-Circuit, Induced-Draft Combined-Flow Cooling Towers",5
"23 65 16","Natural-Draft Cooling Towers",4
"23 65 23","Field-Erected Cooling Towers",4
"23 65 33","Liquid Coolers",4
"23 70 00","Central HVAC Equipment",2
"23 71 00","Thermal Storage",3
"23 71 13","Thermal Heat Storage",4
"23 71 13.13","Room Storage Heaters for Thermal Storage",5
"23 71 13.16","Heat-Pump Boosters for Thermal Storage",5
"23 71 13.19","Central Furnace Heat-Storage Units",5
"23 71 13.23","Pressurized-Water Thermal Storage Tanks",5
"23 71 16","Chilled-Water Thermal Storage",4
"23 71 19","Ice Storage",4
"23 71 19.13","Internal Ice-on-Coil Thermal Storage",5
"23 71 19.16","External Ice-on-Coil Thermal Storage",5
"23 71 19.19","Encapsulated-Ice Thermal Storage",5
"23 71 19.23","Ice-Harvesting Thermal Storage",5
"23 71 19.26","Ice-Slurry Thermal Storage",5
"23 72 00","Air-to-Air Energy Recovery Equipment",3
"23 72 13","Heat-Wheel Air-to-Air Energy-Recovery Equipment",4
"23 72 16","Heat-Pipe Air-to-Air Energy-Recovery Equipment",4
"23 72 19","Fixed-Plate Air-to-Air Energy-Recovery Equipment",4
"23 72 23","Packaged Air-to-Air Energy-Recovery Units",4
"23 73 00","Indoor Central-Station Air-Handling Units",3
"23 73 13","Modular Indoor Central-Station Air-Handling Units",4
"23 73 23","Custom Indoor Central-Station Air-Handling Units",4
"23 73 33","Indoor Indirect Fuel-Fired Heating and Ventilating Units",4
"23 73 33.13","Indoor Indirect Oil-Fired Heating and Ventilating Units",5
"23 73 33.16","Indoor Indirect Gas-Fired Heating and Ventilating Units",5
"23 73 39","Indoor, Direct Gas-Fired Heating and Ventilating Units",4
"23 74 00","Packaged Outdoor HVAC Equipment",3
"23 74 13","Packaged, Outdoor, Central-Station Air-Handling Units",4
"23 74 16","Packaged Rooftop Air-Conditioning Units",4
"23 74 16.11","Packaged, Small-Capacity, Rooftop Air-Conditioning Units",5
"23 74 16.12","Packaged, Intermediate-Capacity, Rooftop Air-Conditioning Units",5
"23 74 16.13","Packaged, Large-Capacity, Rooftop Air-Conditioning Units",5
"23 74 23","Packaged, Outdoor, Heating-Only Makeup-Air Units",4
"23 74 23.13","Packaged, Direct-Fired, Outdoor, Heating-Only Makeup-Air Units",5
"23 74 23.16","Packaged, Indirect-Fired, Outdoor, Heating-Only Makeup-Air Units",5
"23 74 33","Dedicated Outdoor-Air Units",4
"23 75 00","Custom-Packaged Outdoor HVAC Equipment",3
"23 75 13","Custom-Packaged, Outdoor, Central-Station Air-Handling Units",4
"23 75 16","Custom-Packaged, Rooftop Air-Conditioning Units",4
"23 75 23","Custom-Packaged, Outdoor, Heating and Ventilating Makeup-Air Units",4
"23 75 33","Custom-Packaged, Outdoor, Heating and Cooling Makeup Air-Conditioners",4
"23 76 00","Evaporative Air-Cooling Equipment",3
"23 76 13","Direct Evaporative Air Coolers",4
"23 76 16","Indirect Evaporative Air Coolers",4
"23 76 19","Combined Direct and Indirect Evaporative Air Coolers",4
"23 80 00","Decentralized HVAC Equipment",2
"23 81 00","Decentralized Unitary HVAC Equipment",3
"23 81 13","Packaged Terminal Air-Conditioners",4
"23 81 13.11","Packaged Terminal Air-Conditioners, Through-Wall Units",5
"23 81 13.12","Packaged Terminal Air-Conditioners, Freestanding Units",5
"23 81 13.13","Packaged Terminal Air-Conditioners, Outdoor, Wall-Mounted Units",5
"23 81 16","Room Air-Conditioners",4
"23 81 19","Self-Contained Air-Conditioners",4
"23 81 19.13","Small-Capacity Self-Contained Air-Conditioners",5
"23 81 19.16","Large-Capacity Self-Contained Air-Conditioners",5
"23 81 23","Computer-Room Air-Conditioners",4
"23 81 23.11","Small-Capacity, Computer-Room Air-Conditioners, Floor Mounted Units",5
"23 81 23.12","Large-Capacity, Computer-Room Air-Conditioners, Floor-Mounted Units",5
"23 81 23.13","Computer-Room Air-Conditioners, Ceiling Mounted Units",5
"23 81 23.14","Computer-Room Air-Conditioners, Console Units",5
"23 81 23.16","Computer-Room Air-Conditioners, Rack Mounted, Space-Cooling Units",5
"23 81 23.18","Computer-Room, Rack-Cooling Equipment",5
"23 81 26","Split-System Air-Conditioners",4
"23 81 26.13","Small-Capacity Split-System Air-Conditioners",5
"23 81 26.16","Large-Capacity Split-System Air-Conditioners",5
"23 81 29","Variable Refrigerant Flow HVAC Systems",4
"23 81 43","Air-Source Unitary Heat Pumps",4
"23 81 46","Water-Source Unitary Heat Pumps",4
"23 81 49","Ground-Source Unitary Heat Pumps",4
"23 82 00","Convection Heating and Cooling Units",3
"23 82 13","Valance Heating and Cooling Units",4
"23 82 14","Chilled Beams",4
"23 82 16","Air Coils",4
"23 82 16.11","Hydronic Air Coils",5
"23 82 16.12","Steam Air Coils",5
"23 82 16.13","Refrigerant Air Coils",5
"23 82 16.14","Electric-Resistance Air Coils",5
"23 82 19","Fan Coil Units",4
"23 82 23","Unit Ventilators",4
"23 82 26","Induction Units",4
"23 82 29","Radiators",4
"23 82 33","Convectors",4
"23 82 36","Finned-Tube Radiation Heaters",4
"23 82 39","Unit Heaters",4
"23 82 39.13","Cabinet Unit Heaters",5
"23 82 39.16","Propeller Unit Heaters",5
"23 82 39.19","Wall and Ceiling Unit Heaters",5
"23 82 41","Water-to-Water Heat Pumps",4
"23 83 00","Radiant Heating Units",3
"23 83 13","Radiant-Heating Electric Cables",4
"23 83 13.16","Radiant-Heating Electric Mats",5
"23 83 16","Radiant-Heating Hydronic Piping",4
"23 83 23","Radiant-Heating Electric Panels",4
"23 83 33","Electric Radiant Heaters",4
"23 84 00","Humidity Control Equipment",3
"23 84 13","Humidifiers",4
"23 84 13.13","Heated-Pan Humidifiers",5
"23 84 13.16","Wetted-Element Humidifiers",5
"23 84 13.19","Atomizing Humidifiers",5
"23 84 13.23","Direct-Steam-Injection Humidifiers",5
"23 84 13.26","Jacketed, Steam Humidifiers",5
"23 84 13.29","Self-Contained Steam Humidifiers",5
"23 84 13.33","Portable Humidifiers",5
"23 84 16","Mechanical Dehumidification Units",4
"23 84 16.13","Outdoor, Mechanical Dehumidification Units",5
"23 84 16.16","Indoor, Mechanical Dehumidification Units",5
"23 84 16.33","Portable Dehumidifiers",5
"23 84 19","Desiccant Dehumidification Units",4
"25 00 00","Integrated Automation",1
"25 01 00","Operation and Maintenance of Integrated Automation",3
"25 01 10","Operation and Maintenance of Integrated Automation Network Equipment",4
"25 01 20","Operation and Maintenance of Integrated Equipment",4
"25 01 30","Operation and Maintenance of Integrated Automation Instrumentation and Terminal Devices",4
"25 01 90","Diagnostic Systems for Integrated Automation",4
"25 05 00","Common Work Results for Integrated Automation",3
"25 05 05","Selective Demolition for Integrated Automation",4
"25 05 13","Conductors and Cables for Integrated Automation",4
"25 05 26","Grounding and Bonding for Integrated Automation",4
"25 05 28","Pathways for Integrated Automation",4
"25 05 28.29","Hangers and Supports for Integrated Automation",5
"25 05 28.33","Conduits and Backboxes for Integrated Automation",5
"25 05 28.36","Cable Trays for Integrated Automation",5
"25 05 28.39","Surface Raceways for Integrated Automation",5
"25 05 48","Vibration and Seismic Controls for Integrated Automation",4
"25 05 53","Identification for Integrated Automation",4
"25 06 00","Schedules for Integrated Automation",3
"25 06 11","Schedules for Integrated Automation Network",4
"25 06 12","Schedules for Integrated Automation Network Gateways",4
"25 06 13","Schedules for Integrated Automation Control and Monitoring Network",4
"25 06 14","Schedules for Integrated Automation Local Control Units",4
"25 06 30","Schedules for Integrated Automation Instrumentation and Terminal Devices",4
"25 08 00","Commissioning of Integrated Automation",3
"25 10 00","Integrated Automation Network Equipment",2
"25 11 00","Integrated Automation Network Devices",3
"25 11 13","Integrated Automation Network Servers",4
"25 11 16","Integrated Automation Network Routers, Bridges, Switches, Hubs, and Modems",4
"25 11 19","Integrated Automation Network Operator Workstations",4
"25 12 00","Integrated Automation Network Gateways",3
"25 12 13","Hardwired Integration Network Gateways",4
"25 12 16","Direct-Protocol Integration Network Gateways",4
"25 12 19","Neutral-Protocol Integration Network Gateways",4
"25 12 23","Client-Server Information/Database Integration Network Gateways",4
"25 13 00","Integrated Automation Control and Monitoring Network",3
"25 13 13","Integrated Automation Control and Monitoring Network Supervisory Control",4
"25 13 16","Integrated Automation Control and Monitoring Network Integration Panels",4
"25 13 19","Integrated Automation Control and Monitoring Network Interoperability",4
"25 14 00","Integrated Automation Local Control Units",3
"25 14 13","Integrated Automation Remote Control Panels",4
"25 14 16","Integrated Automation Application-Specific Control Panels",4
"25 14 19","Integrated Automation Terminal Control Units",4
"25 14 23","Integrated Automation Field Equipment Panels",4
"25 15 00","Integrated Automation Software",3
"25 15 13","Integrated Automation Software for Network Gateways",4
"25 15 16","Integrated Automation Software for Control and Monitoring Networks",4
"25 15 19","Integrated Automation Software for Local Control Units",4
"25 30 00","Integrated Automation Instrumentation and Terminal Devices",2
"25 31 00","Integrated Automation Instrumentation and Terminal Devices for Facility Equipment",3
"25 32 00","Integrated Automation Instrumentation and Terminal Devices for Conveying Equipment",3
"25 33 00","Integrated Automation Instrumentation and Terminal Devices for Fire-Suppression Systems",3
"25 34 00","Integrated Automation Instrumentation and Terminal Devices for Plumbing",3
"25 35 00","Integrated Automation Instrumentation and Terminal Devices for HVAC",3
"25 35 13","Integrated Automation Actuators and Operators",4
"25 35 16","Integrated Automation Sensors and Transmitters",4
"25 35 19","Integrated Automation Control Valves",4
"25 35 23","Integrated Automation Control Dampers",4
"25 35 26","Integrated Automation Compressed Air Supply",4
"25 36 00","Integrated Automation Instrumentation and Terminal Devices for Electrical Systems",3
"25 36 13","Integrated Automation Power Meters",4
"25 36 16","Integrated Automation KW Transducers",4
"25 36 19","Integrated Automation Current Sensors",4
"25 36 23","Integrated Automation Battery Monitors",4
"25 36 26","Integrated Automation Lighting Relays",4
"25 36 29","Integrated Automation UPS Monitors",4
"25 37 00","Integrated Automation Instrumentation and Terminal Devices for Communications Systems",3
"25 38 00","Integrated Automation Instrumentation and Terminal Devices for Electronic Safety and Security Systems",3
"25 50 00","Integrated Automation Facility Controls",2
"25 51 00","Integrated Automation Control of Facility Equipment",3
"25 52 00","Integrated Automation Control of Conveying Equipment",3
"25 53 00","Integrated Automation Control of Fire-Suppression Systems",3
"25 54 00","Integrated Automation Control of Plumbing",3
"25 55 00","Integrated Automation Control of HVAC",3
"25 56 00","Integrated Automation Control of Electrical Systems",3
"25 57 00","Integrated Automation Control of Communications Systems",3
"25 58 00","Integrated Automation Control of Electronic Safety and Security Systems",3
"25 90 00","Integrated Automation Control Sequences",2
"25 91 00","Integrated Automation Control Sequences for Facility Equipment",3
"25 92 00","Integrated Automation Control Sequences for Conveying Equipment",3
"25 93 00","Integrated Automation Control Sequences for Fire-Suppression Systems",3
"25 94 00","Integrated Automation Control Sequences for Plumbing",3
"25 95 00","Integrated Automation Control Sequences for HVAC",3
"25 96 00","Integrated Automation Control Sequences for Electrical Systems",3
"25 97 00","Integrated Automation Control Sequences for Communications Systems",3
"25 98 00","Integrated Automation Control Sequences for Electronic Safety and Security Systems",3
"26 00 00","Electrical",1
"26 01 00","Operation and Maintenance of Electrical Systems",3
"26 01 10","Operation and Maintenance of Medium-Voltage Electrical Distribution",4
"26 01 20","Operation and Maintenance of Low-Voltage Electrical Distribution",4
"26 01 26","Maintenance Testing of Electrical Systems",4
"26 01 30","Operation and Maintenance of Facility Electrical Power Generating and Storing Equipment",4
"26 01 40","Operation and Maintenance of Electrical Protection Systems",4
"26 01 40.13","Operation and Maintenance of Lightning Protection Systems",5
"26 01 50","Operation and Maintenance of Lighting",4
"26 01 50.51","Luminaire Relamping",5
"26 01 50.81","Luminaire Replacement",5
"26 05 00","Common Work Results for Electrical",3
"26 05 05","Selective Demolition for Electrical",4
"26 05 13","Medium-Voltage Cables",4
"26 05 13.13","Medium-Voltage Open Conductors",5
"26 05 13.16","Medium-Voltage, Single- and Multi-Conductor Cables",5
